tweets,sentiment
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @mandeepkarpall: 1. Najib Razak - convicted criminal
2. Zahid Hamidi 47 pertuduhan

Bab mana yang tak faham BN ini memang parti korup","{'neg': 0.182, 'neu': 0.728, 'pos': 0.089, 'compound': -0.4215}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @mandeepkarpall: 1. Najib Razak - convicted criminal
2. Zahid Hamidi 47 pertuduhan

Bab mana yang tak faham BN ini memang parti korup","{'neg': 0.182, 'neu': 0.728, 'pos': 0.089, 'compound': -0.4215}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @mandeepkarpall: 1. Najib Razak - convicted criminal
2. Zahid Hamidi 47 pertuduhan

Bab mana yang tak faham BN ini memang parti korup","{'neg': 0.182, 'neu': 0.728, 'pos': 0.089, 'compound': -0.4215}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
@nurulashikin_m @NajibRazak @DrZahidHamidi Najib razak &amp; Zahid Hamidi Cepat2 lah bertaubat sebab maut akan datang b… https://t.co/C0lo1Xw4yI,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.5994}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"As has been said many times before, Mahathir is likely the ultimate mastermind behind the Sheraton Move. 

In the e… https://t.co/sHZd2UlJdX","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
